Latitude,Longitude
621222.619026691,1426200.02491203
621218.991081193,1426199.04984836
621208.342152357,1426195.82905428
621196.953067526,1426192.91403386
621185.059062436,1426191.23293486
621172.681134433,1426190.56003594
621162.17918694,1426191.58004703
621150.609000102,1426193.31495169
621128.221905768,1426195.98292536
621114.821013942,1426197.39794877
621104.276087523,1426199.53902061
621094.956880435,1426201.92188986
621089.379135683,1426204.39990328
621086.283013269,1426206.81689319
621081.507104188,1426208.77194178
621076.932966352,1426208.56787394
621069.542889267,1426205.23290686
621058.474013776,1426199.2499792
621048.55113335,1426191.94585994
621042.67089577,1426186.84777303
621039.706006691,1426182.16208686
621036.669923514,1426175.87207319
621030.066918358,1426170.68081062
621020.681110352,1426165.54991536
621009.15291819,1426162.53187677
620997.711011931,1426160.08699977
620986.349158019,1426159.79992686
620975.137894347,1426160.29697311
620966.876099855,1426161.34191853
620960.621191099,1426161.54303361
620954.561163858,1426160.8130482
620944.909936443,1426157.72578402
620929.128143847,1426151.41805387
620918.690172598,1426145.98893085
620910.316173598,1426139.94005844
620901.589156941,1426131.66185978
620894.356887937,1426121.16384928
620892.183992013,1426114.76884894
620891.804071516,1426110.51590469
620889.377895266,1426105.62877536
620882.092148691,1426096.77905552
620876.020966604,1426086.0198907
620860.07808511,1426065.93889411
620847.356981933,1426052.50289735
620827.50301902,1426028.5948087
620819.302904189,1426017.33006744
620804.327868521,1425995.57289311
620791.428944185,1425980.23401302
620778.578904271,1425963.6658047
620765.392907023,1425950.29279993
620755.910970598,1425941.25082327
620745.498917937,1425933.59204595
620735.402153358,1425927.26692736
620722.528163359,1425920.25184953
620705.458971769,1425913.87784652
620684.261179522,1425907.80305552
620672.512187272,1425904.00385052
620663.531890273,1425899.97892419
620655.395095527,1425894.94382927
620647.842945263,1425888.69285752
620639.373145938,1425878.43992527
620627.615951598,1425866.18896553
620618.312164441,1425854.86287269
620610.237049356,1425840.82878003
620603.229189351,1425824.57979678
620598.228871271,1425813.84491012
620592.765627608,1425805.08442894
620589.698048443,1425800.16580361
620578.714146525,1425785.32101703
620572.468096018,1425774.88895127
620563.752890348,1425760.67080386
620552.495038852,1425747.89786352
620543.442891598,1425735.27781002
620536.522957936,1425722.68695594
620528.965886444,1425705.38482518
620521.336964682,1425686.47705461
620516.897012934,1425676.8058141
620513.521035433,1425672.05483936
620510.291055024,1425668.48890162
620505.431156605,1425664.21496002
620502.469876438,1425662.99481811
620497.595870435,1425661.29304986
620490.476134017,1425659.40886727
620477.6241256,1425657.01779594
620459.185186103,1425652.27600752
620444.909952193,1425646.49386686
620425.559925273,1425638.23600936
620407.678071275,1425629.31804819
620402.226966694,1425626.33905153
620395.226980686,1425621.52081969
620389.51504986,1425616.48605286
620381.916967943,1425607.33384019
620371.26311785,1425596.66391402
620356.950154349,1425582.7630232
620343.112911686,1425567.01600744
620335.556168273,1425557.89200994
620330.872122526,1425553.64201844
620326.507958025,1425552.39005244
620318.856070444,1425549.98782627
620311.373145774,1425546.21683644
620300.861027688,1425538.15189195
620288.821025521,1425526.20276886
620273.277093351,1425512.17589402
620261.695095524,1425500.90098219
620258.965114102,1425498.51187935
620252.589142606,1425495.16706978
620245.203002527,1425491.64903219
620240.078012764,1425488.45087586
620233.520939276,1425484.3360547
620225.893001765,1425479.67792752
620219.26309377,1425475.86789578
620211.499985933,1425468.4679762
620204.916993856,1425462.3239596
620199.844169348,1425456.61990277
620192.305142432,1425449.32595411
620187.393078774,1425443.61796027
620184.081077516,1425440.54086669
620180.060088187,1425437.24198878
620175.421974108,1425434.56384453
620172.945929185,1425433.37487052
620166.701191023,1425431.12192227
620158.871154189,1425427.9168762
620150.385934934,1425423.5740371
620142.594940022,1425416.9700477
620132.731114596,1425405.57604161
620132.141876936,1425404.23483694
620132.367926359,1425403.32407761
620134.754076436,1425401.95104887
620145.762912691,1425397.85984969
620153.920048609,1425395.02291311
620157.966956526,1425393.38380878
620163.359006107,1425391.24601777
620173.901964024,1425386.31197253
620190.392088518,1425377.8579212
620207.183065429,1425369.01279452
620219.227004603,1425362.29988144
620216.696169764,1425356.15488061
620214.369074687,1425357.47508794
620214.098077849,1425354.91899069
620210.764095023,1425354.70803311
620210.600053355,1425357.87994277
620203.479004607,1425361.87501353
620195.986893609,1425365.86089794
620187.186058193,1425370.16305469
620180.341911763,1425373.61777219
620169.932155684,1425378.26605687
620162.561107442,1425380.08593512
620159.130011931,1425380.38088202
620150.520121023,1425383.18107328
620132.896140516,1425390.26800136
620117.280030027,1425395.75191428
620108.69802618,1425397.39397135
620104.075988188,1425397.5209396
620101.90604502,1425397.2279612
620089.998916596,1425394.9189107
620073.924145609,1425392.10100295
620064.889058679,1425390.75881402
620060.247007608,1425389.41793744
620050.847092018,1425384.31492928
620044.016068935,1425381.58593211
620039.248033851,1425379.32281327
620031.899951443,1425373.50097452
620028.836965442,1425369.96489236
620026.671943516,1425366.15289211
620024.783167765,1425361.42882019
620023.149968937,1425356.84779261
620021.711979687,1425355.01708761
620019.632915601,1425352.50987478
620016.559102848,1425350.43179494
620014.113897771,1425349.2418367
620011.374073848,1425348.31204852
620007.73497352,1425347.60699745
620003.712015688,1425347.21395361
619996.733027026,1425346.81106727
619988.775037691,1425346.27497911
619982.552937269,1425345.99184319
619973.576905355,1425345.36290744
619962.655011192,1425343.80090269
619953.108114272,1425342.48299195
619941.935892522,1425341.73299344
619935.092074186,1425341.46691786
619921.477928191,1425341.48693094
619904.56293577,1425342.50202078
619893.423194274,1425342.87702003
619891.123002023,1425343.3419141
619889.641049609,1425344.28777836
619887.869071513,1425345.69295928
619885.742107272,1425346.95804861
619882.377940774,1425347.8540442
619856.158176944,1425354.57384703
619837.901979849,1425357.64601935
619832.620166272,1425358.63486253
619829.238939434,1425360.03479411
619826.532908097,1425362.16996044
619824.718935356,1425363.87894653
619822.928912684,1425366.44094928
619821.068024024,1425368.25196928
619818.634958014,1425369.37401427
619811.355116934,1425370.45800161
619800.220952854,1425372.55182944
619792.486060187,1425374.99506603
619782.17997843,1425379.07707886
619772.491021439,1425383.99800077
619762.027131602,1425389.27095611
619752.920194432,1425393.3910266
619743.346066609,1425398.12690952
619732.499959692,1425403.55307977
619731.442875192,1425404.08195011
619716.995069429,1425411.84702644
619700.14700602,1425418.61177669
619680.064040944,1425425.83682786
619664.34097527,1425431.82697336
619651.423022106,1425436.68490328
619638.691092193,1425440.64191636
619625.961130768,1425446.13796836
619613.536943018,1425453.2649226
619607.963135272,1425457.18683077
619602.342083514,1425461.21208519
619597.697079688,1425464.15400845
619594.322086439,1425465.75505511
619589.364091098,1425468.30295028
619585.048154846,1425470.43188302
619581.676114351,1425472.13299511
619578.673167601,1425474.47780669
619576.566872597,1425476.49584727
619574.323110685,1425479.02077661
619571.133156434,1425483.34097794
619569.065903351,1425486.81603661
619567.30114311,1425490.2828932
619565.917943776,1425493.03485619
619555.333975434,1425518.18998961
619540.371078849,1425556.76701219
619533.018075183,1425574.70496844
619532.20114769,1425576.08390269
619530.92818436,1425577.32602619
619529.840916187,1425578.0087676
619528.046956524,1425578.61080052
619525.390137687,1425578.88507819
619523.586007431,1425578.73284753
619521.223151267,1425578.6052231
619517.661150515,1425577.01729977
619471.843656853,1425556.59017527
619429.512048602,1425537.71685344
619422.273874104,1425531.33891344
619414.989111766,1425524.69785061
619410.896928355,1425522.04496877
619404.983882442,1425518.59090744
619392.040010691,1425513.16080019
619381.665031433,1425508.35503553
619371.520038605,1425505.96986969
619360.832067847,1425504.35077845
619356.036145687,1425504.4698727
619346.591938853,1425506.42196852
619338.604093939,1425508.56008761
619330.727141187,1425511.74380827
619323.287195429,1425517.15193394
619314.467987359,1425523.7710152
619306.30100894,1425530.19291836
619301.39091377,1425533.83300294
619296.632065013,1425535.44586061
619285.224935606,1425537.29789102
619275.551070437,1425539.33988169
619267.361126184,1425541.46192469
619258.02289027,1425544.23685353
619253.083923772,1425547.13579786
619248.058999434,1425549.99504411
619235.781136855,1425555.11084753
619228.143028766,1425558.12987036
619221.22014235,1425561.74502061
619211.428167179,1425565.02979094
619203.060073689,1425568.06685835
619192.401958525,1425571.04487078
619180.600144848,1425572.3138971
619166.417102352,1425575.86703961
619145.946014687,1425582.09209278
619089.668568194,1425598.88306969
619083.568514764,1425600.71935211
618976.635657772,1425632.90432711
618943.34110494,1425643.37281011
618923.028153434,1425648.76289119
618908.413025185,1425651.96695302
618895.145007104,1425655.19004369
618878.232967436,1425658.89607303
618864.607010439,1425663.51483019
618845.814069018,1425667.82879794
618828.180902183,1425670.63194194
618816.980137184,1425672.22380227
618808.124183774,1425674.37307619
618801.536926597,1425677.04793961
618795.29809393,1425680.0640097
618790.973955601,1425682.95901702
618787.508083269,1425687.15585902
618784.869965181,1425693.11188386
618782.674103439,1425699.34284252
618778.920173943,1425707.30804969
618776.727921098,1425710.74176987
618772.310935184,1425715.01603952
618767.438897684,1425719.34378678
618761.314894184,1425723.56392269
618751.37889044,1425729.13084069
618750.548183441,1425730.2210616
618750.639062524,1425731.76600602
618750.629876181,1425733.52486077
618745.468141109,1425737.65805461
618737.911069602,1425745.19905002
618731.983916104,1425749.25580044
618729.00491944,1425753.40900736
618727.59514536,1425756.35782036
618725.411094606,1425757.56680745
618721.684067935,1425758.50676619
618720.163073599,1425759.54088485
618718.042999104,1425761.18294194
618715.793003604,1425762.29908144
618714.508885443,1425761.80105095
618711.841896027,1425758.95394377
618708.608962849,1425756.75676969
618706.090923265,1425757.72002237
618703.986924857,1425760.47395386
618701.246116683,1425765.25708078
618697.547961354,1425772.02281527
618691.895085514,1425776.8787767
618689.227111846,1425778.2170286
618685.415111601,1425778.31184469
618682.694972694,1425777.58481203
618680.284872517,1425776.53297687
618677.614930347,1425775.64583953
618674.715001777,1425776.19505103
618670.762909934,1425779.04084586
618667.07197243,1425781.94700803
618662.256037191,1425786.40008311
618655.701916441,1425791.22487661
618650.152058765,1425793.85282411
618649.429947346,1425794.6129932
618649.733096346,1425796.14186153
618650.649105027,1425796.75406502
618651.371872604,1425798.16679186
618649.588083521,1425800.96599886
618646.556921601,1425802.63003753
618641.564149439,1425804.18482444
618635.681943357,1425805.36986144
618630.091075271,1425806.35706419
618625.525139526,1425808.05981669
618616.045171604,1425813.67791569
618595.37789011,1425824.39508586
618588.87199761,1425826.48596095
618576.388098687,1425831.82879803
618564.333004683,1425835.7110081
618557.697191194,1425838.11192194
618554.149954185,1425840.32878102
618550.402914435,1425841.1798292
618544.25496085,1425840.34288861
618539.065010607,1425837.43180519
618536.090935186,1425837.09289511
618528.774020687,1425837.27498136
618524.3170086,1425837.38587353
618518.456127942,1425837.2779341
618513.607056275,1425834.44296603
618509.595909432,1425830.7818841
618504.938110352,1425826.67099994
618502.034900934,1425826.26680127
618496.08117269,1425827.52696936
618490.255068853,1425829.68608578
618484.270172685,1425831.84782685
618477.542167768,1425836.09388135
618474.16094093,1425838.56205228
618470.837128684,1425843.35994294
618468.567120105,1425845.7998987
618460.259065852,1425850.40389211
618457.23413752,1425852.27987261
618455.377185851,1425854.28577411
618453.255142853,1425858.4179837
618449.516961351,1425865.71488512
618446.457912356,1425870.07183178
618442.035020933,1425873.67779569
618438.934961513,1425875.99078318
618435.387068346,1425881.5458902
618433.307020023,1425886.13577603
618430.939898774,1425887.95499811
618424.163009435,1425893.2368117
618418.604949683,1425898.92577669
618417.686972514,1425901.58390786
618416.410072193,1425907.27090436
618414.667949691,1425909.8958991
618412.043939188,1425912.37981802
618408.137122855,1425914.90802819
618405.066919014,1425915.0438547
618402.076111346,1425916.10979745
618398.945868269,1425918.11307427
618395.470153436,1425921.6068337
618389.704088852,1425925.65505394
618381.354039937,1425931.58187936
618371.942969516,1425934.79283094
618363.566017777,1425937.63600111
618351.672012687,1425939.46408144
618337.521122351,1425942.68881252
618320.135986522,1425943.58480811
618300.32401827,1425945.28001469
618293.997915432,1425945.11695728
618289.971020609,1425942.66486244
618286.601932853,1425941.87582202
618279.009100273,1425943.2170267
618255.803109944,1425951.07101361
618229.771994025,1425957.09987295
618194.404938772,1425967.07393436
618180.13200143,1425972.7619151
618164.916152596,1425980.60277869
618149.82103844,1425991.36194353
618138.253148183,1425999.77695294
618126.197069943,1426006.72280519
618115.713167027,1426012.48690127
618112.707923681,1426013.00494486
618111.036995277,1426013.30678153
618107.932014599,1426015.8858446
618104.324082181,1426018.50493386
618100.303092852,1426020.03708303
618070.804136097,1426026.0810342
618052.778909683,1426031.43896312
618039.195931599,1426037.50391161
618035.775006682,1426038.91106102
618032.866876021,1426038.93205836
618029.280925184,1426038.20305718
618025.335066929,1426036.33101369
618021.798984766,1426033.35103278
618013.021115184,1426023.85597302
618003.269166186,1426016.5610401
617999.647126183,1426012.37502486
617993.141889855,1426004.60994853
617987.629105598,1425999.47577244
617981.822030604,1425995.69887711
617967.651127189,1425991.0768391
617956.319128856,1425988.41083394
617931.808023021,1425982.09588595
617907.386155859,1425976.66807528
617893.321879521,1425974.04078394
617882.23889643,1425972.47681069
617871.734980434,1425972.09393744
617860.062103525,1425973.55390827
617849.716979846,1425973.77077135
617837.212083608,1425974.92201577
617832.546082437,1425974.88002111
617825.46407561,1425973.11296427
617813.762983516,1425970.59886169
617794.758100271,1425966.61986703
617778.868040189,1425964.2717746
617771.077045277,1425961.83083461
617763.018990517,1425957.63005561
617759.121032432,1425955.05394527
617754.074126527,1425953.47488019
617732.230994359,1425947.18880352
617723.35896486,1425944.98506777
617717.36488235,1425944.12188053
617705.487937599,1425943.2957667
617701.18512468,1425942.77608269
617696.216958776,1425942.51492836
617689.898073763,1425941.95292161
617683.608060107,1425941.49885428
617677.737008855,1425941.60187244
617671.337087274,1425941.74196403
617665.304947108,1425941.90403719
617659.24098286,1425942.14780311
617651.479187354,1425943.47391593
617644.660959527,1425943.82398085
617639.329933435,1425944.02903295
617634.92016536,1425943.22293219
617629.927065104,1425942.66190968
617623.587182775,1425944.47785094
617618.785027027,1425946.37187603
617612.412008271,1425947.58184735
617604.59509477,1425947.40205769
617598.135133937,1425947.48506278
617591.713886932,1425947.84792294
617584.904189274,1425949.17797278
617574.776912943,1425951.76294136
617564.011186436,1425954.06182128
617553.017113939,1425957.48405853
617547.255970597,1425959.02506594
617541.465955943,1425959.13005261
617537.236961767,1425957.93779777
617529.958104938,1425955.46798643
617523.339023679,1425953.34692769
617513.862992764,1425951.68485753
617505.715043187,1425950.76392761
617496.620901272,1425950.97783794
617488.9411266,1425951.14680086
617485.199992359,1425951.96602494
617482.762005106,1425951.8859726
617478.835175693,1425949.30986227
617475.558935523,1425946.30101003
617472.014979348,1425942.0828426
617470.680008277,1425938.7757626
617470.776136681,1425936.93291852
617472.377183348,1425934.61697827
617474.47002694,1425932.2898832
617476.340101942,1425930.09008445
617477.951975361,1425927.77676886
617478.009061858,1425925.50577602
617476.571072608,1425921.53498344
617473.586170435,1425917.97790395
617470.872921273,1425915.51990362
617466.944123358,1425914.15081187
617464.257120848,1425914.55402628
617462.559945777,1425916.7170797
617462.108175024,1425919.22593294
617462.055025518,1425921.88603261
617461.363097772,1425926.45590536
617460.046171263,1425928.05203077
617457.771897599,1425928.56088802
617454.458912104,1425928.60386693
617450.693171605,1425927.41292444
617446.978940189,1425925.40505444
617442.875930026,1425922.69180527
617439.414978936,1425921.73905128
617434.574109361,1425922.02579612
617426.695188105,1425924.09895469
617420.558061272,1425924.23379694
617414.662075683,1425924.21083111
617407.141093358,1425923.35387744
617400.16801019,1425923.34797195
617392.746109024,1425923.46280111
617385.521057859,1425922.28793469
617374.089978352,1425919.77580062
617364.39019461,1425917.51891536
617357.254054025,1425915.80599228
617351.418107688,1425915.6380136
617346.179929182,1425915.23808002
617341.241946936,1425913.13178502
617334.374178514,1425908.43888102
617327.840070859,1425908.53008819
617320.963116109,1425909.69576828
617311.306967437,1425912.63998811
617302.565187022,1425915.4060587
617294.143944025,1425918.2718666
617288.829978272,1425921.13176903
617281.785044849,1425922.04187219
617273.072135776,1425922.2328167
617264.258177027,1425923.03399619
617254.896975264,1425925.76889886
617244.620092943,1425929.46377335
617235.586974517,1425932.43981728
617228.126031443,1425934.49591553
617220.138186514,1425936.81480853
617210.235975355,1425940.19800386
617202.50501968,1425943.14189561
617193.521113768,1425945.96406844
617184.526053026,1425948.51294786
617174.500154436,1425951.62481828
617158.150121525,1425955.99390402
617145.13407144,1425960.7307712
617136.883103684,1425963.55589677
617127.930037603,1425965.63397661
617122.056033596,1425967.79899852
617115.764051437,1425969.94794436
617106.2981911,1425971.0890182
617098.271960437,1425971.70581485
617091.304126605,1425971.74387252
617086.477036521,1425971.69400387
617083.471137017,1425970.19006985
617081.443910107,1425967.58279161
617078.681120351,1425964.55884753
617074.50002636,1425961.15498294
617067.567953601,1425957.80393977
617062.804183602,1425956.51982161
617057.046977267,1425955.22782944
617052.196921349,1425952.73505227
617045.634926602,1425949.19798586
617037.094917431,1425945.62679878
617031.520125434,1425944.36794302
617020.969949692,1425943.67306252
617011.291163266,1425943.88598861
616998.031019181,1425944.25081727
616984.710179687,1425944.54281144
616971.296164513,1425945.65895094
616964.508120358,1425946.83381736
616957.897897348,1425949.90106845
616953.167591855,1425952.59725727
616912.55284369,1425955.98570195
616905.208370194,1425956.59856161
616869.923335776,1425959.58051102
616869.911196694,1425959.58149527
616812.386049271,1425972.10279569
616801.536989599,1425973.89577112
616756.657158107,1425979.38296486
616709.717947513,1425984.82980436
616698.192051932,1425987.41477294
616676.214077517,1425991.16706203
616642.478908777,1425998.53876644
616588.899947688,1426011.35402952
616555.030920938,1426020.06103311
616536.718621597,1426026.07480061
616521.11596252,1426031.19880611
616490.746928766,1426041.60200052
616460.741083264,1426053.35788253
616426.064971521,1426068.16198677
616382.259941027,1426088.17802286
616338.199005514,1426109.97194253
616297.588194355,1426130.47682278
616287.347073108,1426136.23501337
616269.725061104,1426147.04995236
616239.451171517,1426167.24282536
616200.902036026,1426190.35990511
616160.706906438,1426216.25781919
616115.432062596,1426244.30992845
616072.895074189,1426269.89091402
616019.159945443,1426303.25797327
615986.078974858,1426325.32682678
615915.694929272,1426374.91596644
615867.727177441,1426410.66983195
615810.442187026,1426457.47387218
615778.400912523,1426485.37801586
615703.730458185,1426547.12559578
615673.701318771,1426573.10782728
615652.572424024,1426591.38699019
615641.517328024,1426600.95061935
615622.769990191,1426607.85382077
615617.437979847,1426610.63892019
615615.051173598,1426612.8259237
615612.749997109,1426616.03096977
615610.521983191,1426619.45287894
615608.434060857,1426622.78292477
615606.394038692,1426625.9928921
615602.671933264,1426630.11591536
615599.86616461,1426631.39379995
615595.87503086,1426631.76486219
615592.40587768,1426631.3058736
615588.954112932,1426630.33901203
615585.40917252,1426630.00207044
615581.795006514,1426629.92300236
615578.428871527,1426630.4850091
615574.926910013,1426631.10082152
615571.723176271,1426631.04406311
615568.778956443,1426630.95285594
615565.167087018,1426630.80489036
615561.572934106,1426630.08999677
615558.246169105,1426629.39478819
615554.239943519,1426628.99288611
615550.627089858,1426628.87707269
615546.804919019,1426628.61591835
615541.724876687,1426628.30883236
615538.379082859,1426628.21696903
615535.01491636,1426628.73993386
615530.700948596,1426629.62707119
615526.366967767,1426631.17693686
615523.257065848,1426632.11591136
615519.608123019,1426633.18283837
615511.753151849,1426635.99582486
615507.677044526,1426637.86786836
615503.458877102,1426639.98203737
615500.051075518,1426641.90001252
615496.909021437,1426643.89607152
615493.092099935,1426646.07093593
615490.24991402,1426646.99678712
615487.437911764,1426646.98596036
615484.471054181,1426647.63983044
615479.444161355,1426649.95577069
615469.344115943,1426655.09388378
615466.476995692,1426657.80089936
615463.4550201,1426661.42392361
615457.870057523,1426664.61584637
615455.701098606,1426666.61584236
615453.460945606,1426669.4219391
615451.043955684,1426672.85008186
615448.793960184,1426675.45604777
615446.084976107,1426676.86385337
615440.96392335,1426678.21096353
615438.388141111,1426678.49377136
615436.898970857,1426677.43307795
615437.060059771,1426675.6230422
615436.210980102,1426674.09187728
615433.724108443,1426674.5758002
615430.52201511,1426676.44390669
615428.163095936,1426677.56496744
615426.20804736,1426676.66897185
615427.109948441,1426674.31005269
615429.628972277,1426670.83893102
615431.837957352,1426667.79398961
615433.555145517,1426665.36682911
615435.637162358,1426662.58599478
615436.434076771,1426659.83206327
615434.850090429,1426657.54794711
615432.367155775,1426657.67294686
615429.856005937,1426660.22576328
615426.971169189,1426663.83205527
615424.529901102,1426667.20278344
615422.137189358,1426670.57679245
615420.08404386,1426673.54594661
615418.019087359,1426676.65388003
615415.74218902,1426680.71981677
615414.270079106,1426683.4320817
615412.915094942,1426685.59579128
615411.503024265,1426687.15681177
615410.259916514,1426687.41698186
615407.412153184,1426685.52590953
615405.734991193,1426683.60202886
615403.887882024,1426683.65780303
615397.042095184,1426686.50195745
615392.229112685,1426687.96980228
615388.345918357,1426687.97308311
615384.336083859,1426687.71881853
615381.272113606,1426687.15385902
615378.186161771,1426687.33200827
615375.165170431,1426690.26704177
615365.373195276,1426701.17384411
615356.959170103,1426708.32277994
615347.702955022,1426715.16003661
615339.189192519,1426721.56192669
615331.972015351,1426728.10390836
615326.941185519,1426734.31091695
615321.955959275,1426743.67999269
615319.995989442,1426749.94179119
615316.277164847,1426756.05890495
615307.715174109,1426765.57102503
615302.023912519,1426771.91287586
615295.161065355,1426777.38694628
615288.78903085,1426782.32394427
615277.515103266,1426790.34394136
615271.711965263,1426793.61099519
615265.911123857,1426797.31899303
615259.659167856,1426800.30094244
615244.993186682,1426803.88689327
615236.74418743,1426806.44988027
615227.642171517,1426810.76089528
615206.568066686,1426821.0479482
615196.531013265,1426825.75988102
615187.554981351,1426828.92096394
615175.414913774,1426830.69884753
615166.143934935,1426832.2309967
615158.879185691,1426834.54103144
615149.952038184,1426838.05381969
615142.660058022,1426842.13386403
615135.222080767,1426846.26082428
615127.566912353,1426849.70996436
615118.93307136,1426851.47603694
615107.401926443,1426853.77393261
615099.847151518,1426856.04787819
615089.68509835,1426860.28605869
615080.968908429,1426862.77391461
615067.510930106,1426865.47797744
615051.872181848,1426870.78505345
615041.599892691,1426873.91792119
615030.270190939,1426876.42086895
615019.00905861,1426878.99796352
615008.889000103,1426883.3959206
615000.302075014,1426886.87196353
614991.786015943,1426889.83980536
614983.24502252,1426892.07503711
614976.452057108,1426893.63605762
614972.06295827,1426896.18198428
614970.504890516,1426898.17377819
614969.203055859,1426899.9788927
614967.418938681,1426902.1970641
614965.723075941,1426903.23282319
614960.929122269,1426904.65506445
614960.060029522,1426903.29286245
614961.738175765,1426897.82994686
614963.634169355,1426891.86506377
614955.108923942,1426888.75680228
614952.691934019,1426895.43395427
614950.237870693,1426900.21380036
614948.078098103,1426903.45493561
614945.510189846,1426906.33189836
614942.798909187,1426908.71804844
614939.400950104,1426909.65603869
614934.655880854,1426909.27283736
614927.599136442,1426908.7127991
614922.89409335,1426907.18983628
614918.009916767,1426906.48380095
614914.112942934,1426906.36601903
614909.632965013,1426906.37684578
614905.455151856,1426906.07008786
614901.041118681,1426904.49692827
614897.043095186,1426903.3529017
614890.359053433,1426900.75776252
614885.961096346,1426898.80599478
614881.280987605,1426896.66492294
614876.60087885,1426894.35488819
614870.508043274,1426891.46184936
614864.262977019,1426888.74597552
614858.703933015,1426887.07996836
614853.781042606,1426886.43003528
614849.141944274,1426887.31979728
614843.447073773,1426888.95004337
614831.244014189,1426890.59046003
614790.045605764,1426884.85785994
598904.86149694,1445394.1997782
598867.289065525,1445351.84257944
598802.012949347,1445282.72329511
598776.680322856,1445255.89952986
598729.60922277,1445198.59124553
598697.134222105,1445159.05359495
598638.04050827,1445095.99827486
598618.292844355,1445074.92679469
598611.197386101,1445067.55377795
598520.168696776,1444972.96144745
598504.726470441,1444954.37158962
598492.128398523,1444939.20528136
598461.844338357,1444902.74603669
598442.626857102,1444882.75591919
598421.552752271,1444860.83437511
598396.957657099,1444835.24912444
598368.624052361,1444805.77674244
598284.859456107,1444700.21953885
598231.346767858,1444632.64454277
598182.126393855,1444570.48981144
598098.162979096,1444470.7386986
598026.855050847,1444403.13056611
597993.856429189,1444371.84453945
597945.642286763,1444337.21567169
597933.064556018,1444316.79576503
597920.594108522,1444296.55007061
597836.680890515,1444198.92296928
597831.383000851,1444192.75828344
597784.295824692,1444137.97394419
597761.633468434,1444111.60621478
597628.727894351,1443954.89360169
597462.289907023,1443758.95567335
597368.540750682,1443642.17506702
597273.789299771,1443509.07100253
597194.766820014,1443385.72249594
597110.931029692,1443229.13258603
597050.933118179,1443133.96151653
597033.191683859,1443105.81918436
596958.154432356,1442979.89128661
596944.082282022,1442955.84080978
596940.751580015,1442950.14757968
596880.330112934,1442846.88105394
596809.818114847,1442731.20280761
596751.381880015,1442622.52979662
596719.285159439,1442555.91542852
596691.158575267,1442486.56911053
596650.754128516,1442391.95840736
596601.837231606,1442263.86548769
596554.826498851,1442150.04189645
596509.738990605,1442029.78524719
596461.869663775,1441902.71824411
596417.109254599,1441786.62530044
596340.717347026,1441589.1519421
596324.154059932,1441550.06573419
596287.479920685,1441454.37858962
596242.897004604,1441343.64160636
596214.31700927,1441266.14372987
596176.863672107,1441165.61243486
596150.947057277,1441094.83009611
596122.303741857,1441022.78398035
596050.711037263,1440835.53271444
596028.112985358,1440777.74542844
596016.52409777,1440748.11097327
596009.078246519,1440729.48076119
595982.4506751,1440662.85589445
595982.132106185,1440662.05930811
595961.888708353,1440603.68278444
595927.934708014,1440512.90540694
595889.467921436,1440418.58276094
595855.278029189,1440329.44153503
595831.743955523,1440265.4892351
595798.190873027,1440180.63408986
595755.894369692,1440080.67792495
595727.331762776,1440009.90969378
595683.414855853,1439915.77471144
595645.697411597,1439836.19941127
595643.366379514,1439831.28111403
595596.610895604,1439718.19669452
595545.45942311,1439617.43836586
595523.883022681,1439568.53918543
595509.650111526,1439536.20788528
595502.38470611,1439519.70037235
595472.205632597,1439451.13259611
595430.738195851,1439357.35227185
595369.419420853,1439222.20392011
595303.362794444,1439073.78722219
595250.808109522,1438933.18809395
595214.583444431,1438836.42122711
595186.527726263,1438760.26324295
595161.625873193,1438694.57767877
595127.144642934,1438599.37576944
595196.850212187,1438580.95881152
596230.991844684,1437472.25269561
596238.46328643,1437464.22318411
596283.895282194,1437415.39880669
596349.037540346,1437355.0032582
596682.769484431,1437045.58983502
596691.551947191,1437017.83890627
596718.646381184,1436932.22359194
597624.73446402,1435994.04436594
597733.326766521,1435852.03907253
598240.6843476,1435311.97847286
598385.475396603,1435159.90331769
598395.486203358,1435149.38890302
598396.30181852,1435072.66628744
598405.472075775,1434954.46114327
598425.394936189,1434863.27136503
598457.464753941,1434764.36801952
598501.337369606,1434636.38664819
598528.486265436,1434559.24441403
598548.266737685,1434471.93094036
598557.981941357,1434391.74310862
598558.909432933,1434309.80396803
598555.00228852,1434141.53429145
598550.58005327,1433983.84759894
598550.041012347,1433964.63044578
598544.025276348,1433679.41448078
598539.934077188,1433404.87172277
598536.173257932,1433292.02188286
598533.682449266,1433196.01912211
598528.791382939,1433142.86273237
598669.803896189,1433140.42080811
598736.622988269,1433139.26956369
598891.171235606,1433134.04024345
599043.939630851,1433129.81912327
599201.32940793,1433126.08914386
599374.986540943,1433124.64032786
599495.53190352,1433122.94807403
599665.081105098,1433120.92511219
599785.757701024,1433119.36409169
599934.697035685,1433118.11343803
600071.505489096,1433115.79684161
600202.130884022,1433114.69776244
600348.515761852,1433111.18267761
600403.4949826,1433164.55363385
600406.7233226,1433167.68781394
600426.299727023,1433192.70154344
600434.221299097,1433211.93936586
600439.226538435,1433227.79432103
600440.518202513,1433266.80506977
600433.111721277,1433321.6097502
600417.920478687,1433365.05388902
600390.238119349,1433407.55806911
600267.394533023,1433550.68278286
600107.178974181,1433726.39404561
600049.682041943,1433817.23277469
600019.20572494,1433899.62532644
600010.030874521,1433956.54614435
600008.530221358,1434007.84427011
