Latitude,Longitude
586089.636471272,1409139.18370569
586088.135818109,1409137.87465319
586086.659115016,1409136.54558761
586085.208002433,1409135.19421236
586083.785761192,1409133.81888703
586082.394031689,1409132.41764311
586081.051514685,1409130.97506069
586079.837278277,1409129.42453887
586078.739839524,1409127.77493586
586077.734920263,1409126.04724902
586076.797258109,1409124.26214761
586075.902246773,1409122.44030085
586075.024623856,1409120.60237803
586074.13945502,1409118.76872027
586073.222462103,1409116.96098112
586072.248054609,1409115.19884552
586071.191626266,1409113.50396703
586070.028898939,1409111.89570253
586068.794977516,1409110.31630936
586067.521029934,1409108.73265111
586066.20410344,1409107.16375661
586064.840589106,1409105.62931086
586063.427534193,1409104.14801461
586061.961001679,1409102.73955286
586060.438038856,1409101.42262636
586058.855364859,1409100.21692011
586057.209698856,1409099.14146294
586055.498088107,1409098.21134669
586053.732343599,1409097.38129586
586051.920339346,1409096.62703228
586050.067980856,1409095.94035386
586048.180189356,1409095.31273045
586046.262870356,1409094.73595995
586044.321273193,1409094.20184028
586042.360975266,1409093.70184128
586040.386897847,1409093.22776085
586038.404946432,1409092.77106886
586036.420042276,1409092.32356319
586034.438090846,1409091.87671369
586032.464341521,1409091.42264636
586030.504371688,1409090.95250294
586028.562774524,1409090.45939369
586026.618880764,1409089.99646811
586024.662847936,1409089.58275503
586022.698613018,1409089.20217836
586020.730113015,1409088.83964628
586018.760628775,1409088.47875461
586016.794425353,1409088.10441153
586014.835439771,1409087.70086902
586012.886952847,1409087.25205103
586010.942402944,1409086.78256378
586008.995884523,1409086.31734161
586007.04706952,1409085.85540028
586005.097598359,1409085.3944432
586003.147142932,1409084.9334861
586001.197343692,1409084.47088861
585999.247872517,1409084.0046822
585997.300041765,1409083.5338826
585995.354179516,1409083.05619328
585993.410941944,1409082.57062994
585991.471313268,1409082.0752241
585989.535621598,1409081.56833535
585987.604195014,1409081.04897945
585985.678345859,1409080.51485978
585983.758402184,1409079.96466403
585981.84502019,1409079.39707986
585979.938527942,1409078.81013878
585978.040237769,1409078.20252845
585976.159336016,1409077.54734603
585974.312554941,1409076.79964411
585972.493332848,1409075.97648303
585970.694451943,1409075.09853202
585968.907710105,1409074.18547611
585967.125889525,1409073.25700028
585965.341444269,1409072.33377378
585963.547156513,1409071.43548161
585961.735152274,1409070.58213685
585959.898213685,1409069.79375261
585958.032731846,1409069.07590628
585956.144284189,1409068.40760052
585954.238120019,1409067.77800861
585952.31916061,1409067.17728803
585950.392327189,1409066.59494011
585948.462541014,1409066.02079427
585946.534395263,1409065.44402377
585944.612811193,1409064.85511419
585942.703038096,1409064.2429107
585940.809341103,1409063.59789886
585938.937297598,1409062.90892386
585937.091500774,1409062.16647127
585935.27687186,1409061.35971436
585933.49767594,1409060.47881061
585931.746695191,1409059.54114844
585930.015399441,1409058.56444436
585928.301820189,1409057.55263536
585926.603988931,1409056.50933036
585924.9196091,1409055.43846636
585923.247368351,1409054.34365228
585921.584970102,1409053.22882511
585919.930773944,1409052.09792186
585918.282155186,1409050.95455144
585916.637801513,1409049.80232278
585914.995744437,1409048.64517286
585913.353687346,1409047.48671061
585911.709989861,1409046.33120111
585910.062683433,1409045.18192519
585908.409799606,1409044.04314794
585906.749041766,1409042.91782211
585905.079097599,1409041.81054085
585903.397670522,1409040.72491311
585901.704104349,1409039.66093886
585900.008241609,1409038.58843444
585898.30909802,1409037.51100877
585896.602080435,1409036.44276944
585894.882595688,1409035.39782402
585893.146050602,1409034.38962394
585891.387852013,1409033.43194869
585889.603734851,1409032.53923394
585887.789105937,1409031.72493111
585885.940684438,1409030.99789844
585884.069953263,1409030.32270294
585882.181505606,1409029.68622127
585880.277309939,1409029.08451644
585878.359662861,1409028.51496378
585876.430532858,1409027.97329819
585874.491888434,1409027.45689502
585872.545698106,1409026.96148919
585870.594258443,1409026.48445603
585868.639209852,1409026.02185853
585866.68284893,1409025.57041585
585864.727144182,1409025.12651911
585862.774064109,1409024.68688744
585860.823608682,1409024.25480169
585858.864951193,1409023.86339827
585856.898091599,1409023.51103677
585854.924342275,1409023.18951511
585852.945343599,1409022.89095928
585850.963720277,1409022.6071672
585848.980128437,1409022.32993677
585846.99719277,1409022.05139403
585845.016225606,1409021.76333685
585843.039195433,1409021.45789127
585840.264922768,1409020.26694877
585838.695700184,1409019.07502203
585837.222934097,1409017.72430295
585835.744918689,1409016.35816394
585834.278058097,1409014.96938719
585832.838756517,1409013.55108294
585831.443746179,1409012.09570527
585830.109431267,1409010.59669253
585828.852215931,1409009.04649878
585827.688832432,1409007.43823427
585826.624202013,1409005.76894628
585825.634374604,1409004.04913343
585824.706554934,1409002.28732595
585823.827291608,1409000.49205394
585822.984117433,1408998.67151952
585822.164893359,1408996.83425286
585821.356496021,1408994.9887841
585820.546458274,1408993.14364344
585819.721984848,1408991.30703294
585818.870608598,1408989.48748277
585817.979534268,1408987.69319503
585817.035966605,1408985.93302794
585816.02645418,1408984.21551169
585814.934264764,1408982.55016069
585813.771209359,1408980.92910095
585812.555332527,1408979.34052144
585811.304022685,1408977.77392353
585810.034996361,1408976.21782428
585808.7662981,1408974.66172503
585807.514988273,1408973.0934867
585806.29943952,1408971.50293869
585805.102263436,1408969.90025161
585803.898525685,1408968.30182961
585802.693147525,1408966.70406377
585801.491378263,1408965.10400136
585800.297483027,1408963.49803345
585799.11671111,1408961.88353536
585797.953983769,1408960.25657012
585796.813894182,1408958.61418495
585795.701691687,1408956.95342711
585794.60687761,1408955.28085828
585793.516000524,1408953.6053367
585792.42873235,1408951.92719044
585791.344745025,1408950.24674761
585790.264694691,1408948.56368011
585789.18792519,1408946.87864411
585788.114108443,1408945.19098344
585787.043572515,1408943.50168236
585785.975661263,1408941.81008469
585784.910702765,1408940.11684661
585783.848697022,1408938.42164002
585782.788659766,1408936.72512111
585781.731247187,1408935.02696177
585780.676131189,1408933.32749011
585779.622983679,1408931.62637803
585778.571804687,1408929.92460978
585777.522266105,1408928.22152919
585776.474367931,1408926.51746435
585775.428438276,1408924.81274337
585774.383492857,1408923.10703811
585773.339859769,1408921.40100478
585772.297539026,1408919.69431527
585771.258171022,1408917.98565727
585770.223724276,1408916.27404653
585769.194198772,1408914.55915494
585768.169594526,1408912.84131061
585767.149911523,1408911.12051353
585766.134493604,1408909.39709178
585765.123996943,1408907.67071727
585764.118093431,1408905.9420462
585763.116455019,1408904.21042235
585762.119081691,1408902.47650194
585761.126301527,1408900.73995686
585760.137786433,1408899.00144328
585759.15320836,1408897.26063311
585758.172895357,1408895.51752636
585757.181427523,1408893.77704428
585756.146652684,1408892.04771702
585755.08333461,1408890.32560761
585754.00754936,1408888.60513861
585752.935373023,1408886.88237302
585751.884194016,1408885.15140536
585750.869432271,1408883.40764244
585749.90814811,1408881.64616303
585749.016417608,1408879.86204585
585748.210973024,1408878.05004162
585747.508218527,1408876.20555711
585746.923902109,1408874.3236711
585746.415044859,1408872.41488227
585745.939980194,1408870.49132968
585745.49706769,1408868.55399761
585745.084995016,1408866.60419835
585744.701793686,1408864.64291619
585744.346807525,1408862.67146344
585744.017411858,1408860.69148053
585743.712950513,1408858.70395169
585743.43178311,1408856.70986119
585743.17226918,1408854.71084945
585742.93276836,1408852.70822878
585742.711968273,1408850.70265536
585742.508228526,1408848.69576961
585742.320236772,1408846.68888386
585742.146352604,1408844.68331045
585741.984935597,1408842.67970553
585741.835001513,1408840.6800376
585741.694253772,1408838.68496285
585741.561708108,1408836.69612169
585741.471485183,1408834.7115456
585741.49773185,1408832.72434486
585741.622731596,1408830.73517561
585741.824174777,1408828.74403785
585742.080735937,1408826.75191586
585742.369777352,1408824.75880961
585742.669645518,1408822.76603144
585742.958358854,1408820.77358136
585743.213935763,1408818.78211552
585743.42325294,1408816.79229011
585743.625680357,1408814.80246469
585743.829748183,1408812.81296736
585744.034800276,1408810.82347003
585744.241164684,1408808.83397269
585744.447857186,1408806.84480344
585744.65553394,1408804.8556342
585744.863538772,1408802.86646494
585745.071543604,1408800.87729569
585745.279876515,1408798.88812645
585745.487881348,1408796.89895719
585745.69588618,1408794.90978794
585745.902906775,1408792.9206187
585746.118785605,1408790.93144944
585746.362223431,1408788.94326444
585746.624690101,1408786.95540753
585746.895030767,1408784.9678787
585747.162746772,1408782.98034985
585747.41701135,1408780.99249294
585747.646997765,1408779.00397986
585747.842535436,1408777.01415445
585747.992469519,1408775.02334477
585748.085973263,1408773.03122278
585748.113204181,1408771.0368042
585748.072849929,1408769.03713627
585747.974753022,1408767.0325471
585747.82875593,1408765.02369286
585747.644701183,1408763.01188585
585747.432431266,1408760.99811035
585747.201788694,1408758.9833506
585746.962944016,1408756.96891895
585746.725411683,1408754.95547153
585746.499362275,1408752.94399261
585746.294310182,1408750.93612261
585746.120426014,1408748.93251769
585745.987880349,1408746.93416211
585745.905859515,1408744.94236819
585745.884862185,1408742.9581202
585745.934402764,1408740.98207428
585746.064323768,1408739.01587085
585746.284795776,1408737.06016611
585746.590897515,1408735.11397578
585746.938993931,1408733.17041011
585747.323179513,1408731.22881295
585747.742141932,1408729.28984044
585748.193912685,1408727.3534926
585748.676523268,1408725.41976944
585749.188333273,1408723.48867095
585749.727046102,1408721.56085327
585750.291349441,1408719.63598835
585750.879274771,1408717.71440427
585751.488853604,1408715.79642911
585752.118445516,1408713.88206285
585752.76575394,1408711.97130552
585753.429466516,1408710.06448519
585754.107286692,1408708.16192994
585754.797902107,1408706.2633117
585755.499016181,1408704.36928661
585756.208988518,1408702.47952661
585756.9258506,1408700.59468786
585757.647962019,1408698.71444227
585758.373354271,1408696.83944602
585759.100058854,1408694.96937102
585759.826763436,1408693.10487345
585760.550843358,1408691.2456252
585761.301169932,1408689.40278111
585762.138438597,1408687.59865086
585763.050838351,1408685.82732894
585764.023605436,1408684.08225369
585765.042304188,1408682.35751961
585766.092498943,1408680.64590886
585767.159754023,1408678.94118786
585768.229633763,1408677.23712303
585769.287046358,1408675.52682461
585770.318212271,1408673.80405903
585771.30803968,1408672.06259269
585772.253247768,1408670.29980095
585773.184020191,1408668.52979136
585774.105278194,1408666.75486052
585775.018662184,1408664.97566462
585775.926140681,1408663.19285977
585776.829026014,1408661.40775836
585777.728958607,1408659.62134461
585778.628235027,1408657.83427469
585779.527839527,1408656.04753286
585780.429740608,1408654.26210336
585781.33557868,1408652.47864236
585782.247322276,1408650.69846219
585783.166283682,1408648.9225471
585784.09443143,1408647.15122519
585785.03340593,1408645.38580878
585785.988128439,1408643.62925062
585786.966801018,1408641.88581577
585787.964830518,1408640.15287961
585788.977295682,1408638.42814553
585789.998619109,1408636.70800461
585791.024207607,1408634.99016027
585792.048483774,1408633.27165978
585793.066198274,1408631.54922228
585794.072429851,1408629.82055119
585795.073412105,1408628.08892736
585796.0773471,1408626.35894394
585797.081282109,1408624.62863244
585798.08193627,1408622.89668052
585799.076028764,1408621.16079161
585800.05995068,1408619.41965336
585801.031077355,1408617.67162536
585801.985799849,1408615.9147391
585802.907057852,1408614.13882403
585803.795835599,1408612.3442082
585804.66558452,1408610.53876561
585805.530084103,1408608.73069836
585806.403770015,1408606.92853661
585807.300093681,1408605.14015436
585808.232834607,1408603.37408178
585809.215772271,1408601.63819286
585810.25087519,1408599.9305191
585811.315833688,1408598.23137553
585812.413928598,1408596.54830803
585813.5497531,1408594.88984677
585814.728884608,1408593.26452194
585815.955588192,1408591.68086369
585817.23478511,1408590.1474022
585818.571396604,1408588.67168336
585819.95689252,1408587.2418962
585821.382086515,1408585.84754203
585822.840416938,1408584.48271535
585824.324994013,1408583.1411826
585825.829584181,1408581.81769444
585827.347297683,1408580.50601728
585828.871572852,1408579.2005737
585830.395519942,1408577.89513011
585831.91290535,1408576.58443719
585833.416839346,1408575.26258944
585834.908962354,1408573.93089919
585836.402397692,1408572.60084936
585837.89747344,1408571.27243994
585839.393861517,1408569.94534285
585840.891233847,1408568.61955811
585842.389918521,1408567.2950857
585843.889259353,1408565.97126944
585845.388928264,1408564.64810936
585846.889253348,1408563.32560544
585848.389578432,1408562.00310153
585849.889903516,1408560.6805976
585851.390228599,1408559.35809369
585852.890225604,1408558.03493361
585854.389566436,1408556.71144544
585855.887923017,1408555.38697302
585858.448941514,1408549.27773328
585859.77242969,1408545.50444686
585861.006351098,1408541.69769594
585862.165797606,1408537.86863536
585862.948932514,1408533.84436519
585863.787841603,1408529.87422878
585865.623795941,1408526.49661086
585868.229105681,1408523.51170869
585871.235661358,1408520.77090053
585874.477780849,1408518.28238845
585877.801921189,1408516.04682861
585881.207098097,1408513.97334194
585884.689374596,1408512.00713852
585888.222832099,1408510.11114495
585891.781223938,1408508.24927202
585895.338631526,1408506.3854306
585898.86880818,1408504.48221919
585902.346163437,1408502.50387669
585905.744450599,1408500.41365777
585909.039719597,1408498.1672712
585912.227377266,1408495.7401107
585915.311360598,1408493.16268803
585918.295278519,1408490.46912386
585921.183396101,1408487.69353886
585923.898285687,1408484.78836094
585926.09513168,1408481.41041495
585928.312975019,1408478.05510668
585931.087247685,1408475.21587352
585934.035732597,1408472.52723061
585937.061317101,1408469.90486053
585940.152518272,1408467.34679477
585943.297197014,1408464.85073678
585946.484198526,1408462.41471803
585949.702039853,1408460.03677003
585952.966797099,1408457.73789011
585956.298811436,1408455.53152969
585959.679054022,1408453.39111403
585963.088496014,1408451.29105261
585966.50843668,1408449.20542686
585969.91984719,1408447.10831819
585973.305011019,1408444.97544844
585976.674754933,1408442.81961286
585980.040889934,1408440.65819986
585983.408665359,1408438.49941152
585986.782674357,1408436.35079378
585990.168166265,1408434.22087677
585993.569734275,1408432.11687836
585996.98147285,1408430.02862795
586000.398460776,1408427.94759536
586003.823978856,1408425.88034227
586007.260323688,1408423.83146186
586010.710776106,1408421.80751577
586014.177960768,1408419.81342527
586017.664174274,1408417.85411161
586021.164823443,1408415.91973227
586024.6772836,1408414.00536603
586028.200898603,1408412.11068478
586031.735340357,1408410.23536044
586035.27995269,1408408.37939303
586038.833751351,1408406.54278253
586042.397064433,1408404.72487277
586045.970548108,1408402.92960078
586049.575199693,1408401.19764885
586053.206426024,1408399.51786219
586056.849135265,1408397.8620256
586060.489876017,1408396.20192394
586064.113884524,1408394.50835778
586067.707381263,1408392.7537681
586071.273975194,1408390.94438852
586074.827445775,1408389.10679378
586078.366480693,1408387.23934343
586081.889111429,1408385.34138136
586085.393697605,1408383.4112671
586088.878926858,1408381.44867261
586092.346767694,1408379.45655061
586095.808046848,1408377.45064911
586099.262108192,1408375.42965578
586102.705670848,1408373.39028977
586106.136438265,1408371.32992645
586109.551785767,1408369.24495687
586112.948760599,1408367.13308445
586116.325066194,1408364.9903722
586119.677749768,1408362.81353928
586122.99434419,1408360.5789637
586126.272880942,1408358.28500502
586129.515984684,1408355.93855302
586132.725952014,1408353.54616936
586135.904751435,1408351.11572802
586139.050742522,1408348.64722903
586142.13308543,1408346.09572494
586145.166215852,1408343.47893228
586148.176708519,1408340.83359636
586151.19212243,1408338.1951502
586154.238376185,1408335.60033911
586157.343028769,1408333.08492419
586160.532326847,1408330.68532269
586163.795443684,1408328.3821777
586167.095962018,1408326.1239801
586170.430272937,1408323.90974569
586173.795751765,1408321.73783402
586177.188789606,1408319.6062766
586180.605777517,1408317.5140892
586184.043762773,1408315.45930327
586187.499136433,1408313.44060652
586190.968617693,1408311.45668662
586194.467954516,1408309.52690044
586198.026346356,1408307.68864952
586201.636247277,1408305.94423044
586205.290767521,1408304.29528362
586208.982361183,1408302.74312136
586212.70348236,1408301.29004027
586216.529262111,1408300.07416344
586220.46134086,1408299.08794494
586224.424587518,1408298.18276303
586228.342230603,1408297.21032402
586232.138482854,1408296.02233428
586235.737557024,1408294.46984394
586239.072524101,1408292.42260394
586242.16995886,1408289.9354042
586245.102695763,1408287.15686645
586247.943897441,1408284.23495628
586250.766726434,1408281.31895161
586253.614161685,1408278.50137194
586256.407463193,1408275.63490786
586259.15581727,1408272.71955936
586261.883174017,1408269.7819012
586264.612499267,1408266.84785195
586267.367415026,1408263.94398636
586270.171871349,1408261.09622303
586273.0488341,1408258.33080861
586276.037673265,1408255.69236244
586279.19974044,1408253.25306286
586282.474996358,1408250.94335619
586285.789294183,1408248.67794077
586289.068487108,1408246.37085877
586292.238428265,1408243.93582428
586295.297149181,1408241.35577694
586298.341434434,1408238.72553286
586301.324368104,1408236.02114195
586304.192472607,1408233.21340477
586306.892270356,1408230.27312194
586309.375205025,1408227.17273444
586311.676381513,1408223.92831835
586313.843700022,1408220.57432245
586315.910296932,1408217.1399461
586317.909964859,1408213.65438877
586319.875840187,1408210.14684986
586321.841387436,1408206.64652878
586323.825307354,1408203.17212628
586325.73672086,1408199.65900995
586327.582517684,1408196.10882019
586329.39649044,1408192.54189819
586331.201604933,1408188.94413635
586332.875158027,1408184.9451286
586334.5349316,1408180.96974286
586336.385321602,1408177.7053137
586338.966681272,1408177.60623252
586342.610046685,1408179.50124186
586346.316404104,1408178.32768777
586350.104454264,1408176.73320277
586353.771441683,1408174.75682877
586357.113954693,1408172.43727961
586360.068673193,1408169.83000135
586362.900032356,1408167.01406211
586365.611641109,1408164.02259828
586368.188079521,1408160.88612162
586370.614255771,1408157.63514386
586372.876062274,1408154.30083294
586374.957422942,1408150.91271636
586376.842589766,1408147.41272336
586378.526641518,1408143.76574902
586380.010562435,1408140.00591403
586381.295008689,1408136.16865136
586382.380964518,1408132.28808169
586383.270398438,1408128.39865378
586384.03811343,1408124.48265111
586384.728072688,1408120.5223572
586385.327809021,1408116.53023919
586385.826167598,1408112.51843619
586386.211337432,1408108.50007153
586386.471835598,1408104.48695619
586386.596507266,1408100.49221353
586386.572885275,1408096.52798261
586386.308450103,1408092.59590386
586385.546968684,1408088.67497994
586384.382272854,1408084.79342602
586382.941987023,1408080.98339428
586381.352751359,1408077.27703686
586379.628673434,1408073.69830386
586377.645737767,1408070.22947878
586375.478419274,1408066.84595536
586373.206770271,1408063.52181503
586370.911827356,1408060.23179536
586368.521740273,1408057.0201876
586365.9777821,1408053.90766102
586363.402984098,1408050.81875645
586360.91972135,1408047.6796551
586358.65135318,1408044.41555403
586356.752734929,1408040.93393369
586355.239942685,1408037.22823244
586353.910877109,1408033.42246577
586352.556221023,1408029.64032111
586350.956814766,1408025.86014494
586349.675321266,1408022.0560187
586349.660885602,1408018.23811294
586351.287194684,1408014.43989219
586353.267833769,1408010.89101477
586355.660217434,1408007.61149378
586358.858701855,1408005.51012002
586362.922013938,1408004.82508202
586366.903305188,1408004.52849469
586370.911171183,1408004.37954485
586374.950533181,1408003.83525461
586378.962664276,1408003.1659646
586382.537132189,1408004.53144744
586385.639816269,1408007.34869902
586387.586662769,1408010.75748485
586389.059100777,1408014.45268744
586390.280226931,1408018.31652486
586391.384883523,1408022.22629394
586392.48822777,1408026.08061694
586393.55253011,1408029.93690844
586394.561058268,1408033.81091644
586395.512499943,1408037.70001628
586396.406198934,1408041.60092711
586397.240842938,1408045.51069619
586397.904883608,1408049.45196128
586398.403898358,1408053.42570661
586398.908818603,1408057.39813961
586399.586310685,1408061.33776428
586400.298907682,1408065.33480352
586401.055139765,1408069.34791885
586402.066292599,1408073.23012894
586403.543651849,1408076.83314011
586405.838266686,1408080.10938028
586408.873037517,1408082.92728803
586412.262466431,1408085.0401447
586415.927813441,1408086.61986594
586419.839551017,1408087.81376119
586423.838230684,1408088.56211928
586427.779167682,1408088.80293244
586431.733228013,1408088.51093827
586435.708941847,1408087.81408927
586439.66103369,1408086.86461611
586443.544228017,1408085.81442136
586447.385427684,1408084.72190386
586451.215144441,1408083.57558069
586455.033706352,1408082.38102928
586458.841769606,1408081.14481127
586462.639334187,1408079.87283219
586466.427056268,1408078.57099752
586470.205263942,1408077.24586894
586473.974285275,1408075.90302385
586477.738057271,1408074.54574311
586481.501173109,1408073.15631019
586485.247556686,1408071.71274352
586488.958179191,1408070.19404578
586492.614667937,1408068.57856344
586496.198650271,1408066.84497111
586499.530664608,1408064.68257385
586502.633348688,1408062.11564986
586505.829864606,1408059.68947361
586509.072312191,1408057.28134194
586512.382016852,1408054.99558535
586512.459116444,1408054.95555919
586434.599035934,1407911.00341928
586432.426796183,1407906.98767927
586284.439559355,1407284.72809702
586065.278908432,1407115.67561361
586160.684557527,1406941.47648694
586174.184530526,1406916.82660186
586176.300339937,1405997.6092802
586241.276916027,1405331.25300136
586236.534143358,1405313.12180403
585982.407026932,1404341.62801211
585617.473373607,1404144.75668669
585591.119095609,1404130.50999603
585579.237885773,1404124.08710861
585579.261507764,1404123.92437927
585579.395693853,1404122.93323952
585579.522334024,1404121.94078743
585579.643396765,1404120.94702302
585579.761506766,1404119.95260245
585579.878632516,1404118.95785378
585579.997070611,1404117.96343319
585580.118789524,1404116.96999685
585580.246085852,1404115.97754477
585580.374038354,1404114.98410845
585580.467214018,1404113.97787686
585580.536111519,1404112.96278703
585580.59779118,1404111.94474444
585580.669969514,1404110.93096694
585580.770034939,1404109.92703195
585580.914719686,1404108.93982919
585581.122396439,1404107.97559227
585581.409469351,1404107.04088286
585581.779547349,1404106.13537286
585582.202774853,1404105.24495469
585582.67160593,1404104.3686441
585583.180135101,1404103.50578494
585583.721800685,1404102.65539294
585584.290369108,1404101.81714003
585584.879606768,1404100.98971386
585585.483608186,1404100.17278636
585586.095483601,1404099.36570136
585586.709327519,1404098.5678027
585587.320218682,1404097.77876228
585587.979994267,1404097.03532544
585588.699152932,1404096.34077303
585589.451448023,1404095.67345153
585590.211289018,1404095.01137936
585590.952429265,1404094.33323111
585591.649278268,1404093.6170252
